Notes,Year,Year Code,State,State Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Sex,Sex Code,Deaths,Population,Crude Rate
,1999,1999,Ohio,39,15-24 years,15-24,Female,F,15,765265,Unreliable
,1999,1999,Ohio,39,15-24 years,15-24,Male,M,135,779600,17.3
,1999,1999,Ohio,39,25-34 years,25-34,Female,F,33,773972,4.3
,1999,1999,Ohio,39,25-34 years,25-34,Male,M,152,765685,19.9
,1999,1999,Ohio,39,35-44 years,35-44,Female,F,46,921019,5
,1999,1999,Ohio,39,35-44 years,35-44,Male,M,203,895854,22.7
,1999,1999,Ohio,39,45-54 years,45-54,Female,F,46,777350,5.9
,1999,1999,Ohio,39,45-54 years,45-54,Male,M,119,747403,15.9
,1999,1999,Ohio,39,55-64 years,55-64,Female,F,26,525053,5
,1999,1999,Ohio,39,55-64 years,55-64,Male,M,77,477384,16.1
,1999,1999,Ohio,39,65-74 years,65-74,Female,F,23,441793,5.2
,1999,1999,Ohio,39,65-74 years,65-74,Male,M,95,354275,26.8
,1999,1999,Ohio,39,75-84 years,75-84,Male,M,83,204831,40.5
,1999,1999,Ohio,39,85+ years,85+,Male,M,28,46982,59.6
,1999,1999,Oklahoma,40,15-24 years,15-24,Female,F,12,248674,Unreliable
,1999,1999,Oklahoma,40,15-24 years,15-24,Male,M,66,266102,24.8
,1999,1999,Oklahoma,40,25-34 years,25-34,Female,F,28,222795,12.6
,1999,1999,Oklahoma,40,25-34 years,25-34,Male,M,78,229849,33.9
,1999,1999,Oklahoma,40,35-44 years,35-44,Female,F,26,264662,9.8
,1999,1999,Oklahoma,40,35-44 years,35-44,Male,M,88,262484,33.5
,1999,1999,Oklahoma,40,45-54 years,45-54,Female,F,23,225279,10.2
,1999,1999,Oklahoma,40,45-54 years,45-54,Male,M,55,217390,25.3
,1999,1999,Oklahoma,40,55-64 years,55-64,Male,M,35,149688,23.4
,1999,1999,Oklahoma,40,65-74 years,65-74,Male,M,26,109473,23.8
,1999,1999,Oklahoma,40,75-84 years,75-84,Male,M,33,61206,53.9
,1999,1999,Oregon,41,15-24 years,15-24,Male,M,48,241023,19.9
,1999,1999,Oregon,41,25-34 years,25-34,Male,M,60,240533,24.9
,1999,1999,Oregon,41,35-44 years,35-44,Female,F,26,266709,9.7
,1999,1999,Oregon,41,35-44 years,35-44,Male,M,76,266688,28.5
,1999,1999,Oregon,41,45-54 years,45-54,Female,F,21,248835,8.4
,1999,1999,Oregon,41,45-54 years,45-54,Male,M,76,246155,30.9
,1999,1999,Oregon,41,55-64 years,55-64,Male,M,40,145281,27.5
,1999,1999,Oregon,41,65-74 years,65-74,Male,M,43,101726,42.3
,1999,1999,Oregon,41,75-84 years,75-84,Male,M,39,66016,59.1
,1999,1999,Oregon,41,85+ years,85+,Male,M,13,17635,Unreliable
,1999,1999,Pennsylvania,42,15-24 years,15-24,Female,F,26,786043,3.3
,1999,1999,Pennsylvania,42,15-24 years,15-24,Male,M,139,802982,17.3
,1999,1999,Pennsylvania,42,25-34 years,25-34,Female,F,37,799419,4.6
,1999,1999,Pennsylvania,42,25-34 years,25-34,Male,M,181,790250,22.9
,1999,1999,Pennsylvania,42,35-44 years,35-44,Female,F,64,991694,6.5
,1999,1999,Pennsylvania,42,35-44 years,35-44,Male,M,245,966081,25.4
,1999,1999,Pennsylvania,42,45-54 years,45-54,Female,F,48,844482,5.7
,1999,1999,Pennsylvania,42,45-54 years,45-54,Male,M,167,814584,20.5
,1999,1999,Pennsylvania,42,55-64 years,55-64,Female,F,23,587749,3.9
,1999,1999,Pennsylvania,42,55-64 years,55-64,Male,M,115,532986,21.6
,1999,1999,Pennsylvania,42,65-74 years,65-74,Female,F,15,548864,Unreliable
,1999,1999,Pennsylvania,42,65-74 years,65-74,Male,M,84,433220,19.4
,1999,1999,Pennsylvania,42,75-84 years,75-84,Female,F,11,437115,Unreliable
,1999,1999,Pennsylvania,42,75-84 years,75-84,Male,M,87,269126,32.3
,1999,1999,Pennsylvania,42,85+ years,85+,Male,M,30,63432,47.3
,1999,1999,Rhode Island,44,25-34 years,25-34,Male,M,15,70291,Unreliable
,1999,1999,Rhode Island,44,35-44 years,35-44,Male,M,22,83123,26.5
,1999,1999,Rhode Island,44,45-54 years,45-54,Male,M,13,67028,Unreliable
,1999,1999,South Carolina,45,15-24 years,15-24,Male,M,55,291711,18.9
,1999,1999,South Carolina,45,25-34 years,25-34,Female,F,16,284704,Unreliable
,1999,1999,South Carolina,45,25-34 years,25-34,Male,M,45,280068,16.1
,1999,1999,South Carolina,45,35-44 years,35-44,Female,F,15,317733,Unreliable
,1999,1999,South Carolina,45,35-44 years,35-44,Male,M,81,304550,26.6
,1999,1999,South Carolina,45,45-54 years,45-54,Female,F,17,276191,Unreliable
,1999,1999,South Carolina,45,45-54 years,45-54,Male,M,49,258099,19
,1999,1999,South Carolina,45,55-64 years,55-64,Female,F,12,190345,Unreliable
,1999,1999,South Carolina,45,55-64 years,55-64,Male,M,47,172669,27.2
,1999,1999,South Carolina,45,65-74 years,65-74,Male,M,28,119916,23.3
,1999,1999,South Carolina,45,75-84 years,75-84,Male,M,20,61421,32.6
,1999,1999,South Dakota,46,15-24 years,15-24,Male,M,29,58892,49.2
,1999,1999,South Dakota,46,25-34 years,25-34,Male,M,12,46294,Unreliable
,1999,1999,South Dakota,46,35-44 years,35-44,Male,M,11,58318,Unreliable
,1999,1999,South Dakota,46,45-54 years,45-54,Male,M,20,47869,41.8
,1999,1999,Tennessee,47,15-24 years,15-24,Male,M,69,394375,17.5
,1999,1999,Tennessee,47,25-34 years,25-34,Female,F,35,410670,8.5
,1999,1999,Tennessee,47,25-34 years,25-34,Male,M,118,409663,28.8
,1999,1999,Tennessee,47,35-44 years,35-44,Female,F,35,458345,7.6
,1999,1999,Tennessee,47,35-44 years,35-44,Male,M,138,441235,31.3
,1999,1999,Tennessee,47,45-54 years,45-54,Female,F,34,392169,8.7
,1999,1999,Tennessee,47,45-54 years,45-54,Male,M,97,374763,25.9
,1999,1999,Tennessee,47,55-64 years,55-64,Female,F,10,272916,Unreliable
,1999,1999,Tennessee,47,55-64 years,55-64,Male,M,54,250764,21.5
,1999,1999,Tennessee,47,65-74 years,65-74,Female,F,12,211999,Unreliable
,1999,1999,Tennessee,47,65-74 years,65-74,Male,M,60,168714,35.6
,1999,1999,Tennessee,47,75-84 years,75-84,Male,M,37,88428,41.8
,1999,1999,Texas,48,5-14 years,14-May,Male,M,20,1662367,1.2
,1999,1999,Texas,48,15-24 years,15-24,Female,F,38,1506817,2.5
,1999,1999,Texas,48,15-24 years,15-24,Male,M,251,1611727,15.6
,1999,1999,Texas,48,25-34 years,25-34,Female,F,74,1545178,4.8
,1999,1999,Texas,48,25-34 years,25-34,Male,M,290,1596709,18.2
,1999,1999,Texas,48,35-44 years,35-44,Female,F,104,1644244,6.3
,1999,1999,Texas,48,35-44 years,35-44,Male,M,353,1656972,21.3
,1999,1999,Texas,48,45-54 years,45-54,Female,F,87,1276664,6.8
,1999,1999,Texas,48,45-54 years,45-54,Male,M,263,1244195,21.1
,1999,1999,Texas,48,55-64 years,55-64,Female,F,48,806619,6
,1999,1999,Texas,48,55-64 years,55-64,Male,M,131,750046,17.5
,1999,1999,Texas,48,65-74 years,65-74,Female,F,34,621211,5.5
,1999,1999,Texas,48,65-74 years,65-74,Male,M,137,512505,26.7
,1999,1999,Texas,48,75-84 years,75-84,Female,F,17,412583,Unreliable
,1999,1999,Texas,48,75-84 years,75-84,Male,M,119,270227,44
,1999,1999,Texas,48,85+ years,85+,Male,M,32,66337,48.2
,1999,1999,Utah,49,15-24 years,15-24,Male,M,59,218100,27.1
,1999,1999,Utah,49,25-34 years,25-34,Male,M,48,166245,28.9
,1999,1999,Utah,49,35-44 years,35-44,Female,F,13,147930,Unreliable
,1999,1999,Utah,49,35-44 years,35-44,Male,M,55,151324,36.3
,1999,1999,Utah,49,45-54 years,45-54,Female,F,10,114818,Unreliable
,1999,1999,Utah,49,45-54 years,45-54,Male,M,33,114783,28.7
,1999,1999,Utah,49,55-64 years,55-64,Male,M,17,68062,Unreliable
,1999,1999,Utah,49,65-74 years,65-74,Male,M,18,47223,Unreliable
,1999,1999,Vermont,50,35-44 years,35-44,Male,M,12,50274,Unreliable
,1999,1999,Virginia,51,15-24 years,15-24,Female,F,13,459755,Unreliable
,1999,1999,Virginia,51,15-24 years,15-24,Male,M,74,489000,15.1
,1999,1999,Virginia,51,25-34 years,25-34,Female,F,28,522405,5.4
,1999,1999,Virginia,51,25-34 years,25-34,Male,M,122,526030,23.2
,1999,1999,Virginia,51,35-44 years,35-44,Female,F,41,601916,6.8
,1999,1999,Virginia,51,35-44 years,35-44,Male,M,131,588717,22.3
,1999,1999,Virginia,51,45-54 years,45-54,Female,F,36,497248,7.2
,1999,1999,Virginia,51,45-54 years,45-54,Male,M,111,474690,23.4
,1999,1999,Virginia,51,55-64 years,55-64,Female,F,27,317349,8.5
,1999,1999,Virginia,51,55-64 years,55-64,Male,M,70,297502,23.5
,1999,1999,Virginia,51,65-74 years,65-74,Male,M,50,193861,25.8
,1999,1999,Virginia,51,75-84 years,75-84,Female,F,12,165029,Unreliable
,1999,1999,Virginia,51,75-84 years,75-84,Male,M,45,102454,43.9
,1999,1999,Virginia,51,85+ years,85+,Male,M,16,22452,Unreliable
,1999,1999,Washington,53,15-24 years,15-24,Female,F,23,390731,5.9
,1999,1999,Washington,53,15-24 years,15-24,Male,M,100,414779,24.1
,1999,1999,Washington,53,25-34 years,25-34,Female,F,22,411936,5.3
,1999,1999,Washington,53,25-34 years,25-34,Male,M,112,429987,26
,1999,1999,Washington,53,35-44 years,35-44,Female,F,34,488094,7
,1999,1999,Washington,53,35-44 years,35-44,Male,M,139,493491,28.2
,1999,1999,Washington,53,45-54 years,45-54,Female,F,37,413578,8.9
,1999,1999,Washington,53,45-54 years,45-54,Male,M,111,409640,27.1
,1999,1999,Washington,53,55-64 years,55-64,Female,F,25,243311,10.3
,1999,1999,Washington,53,55-64 years,55-64,Male,M,52,239401,21.7
,1999,1999,Washington,53,65-74 years,65-74,Female,F,10,180586,Unreliable
,1999,1999,Washington,53,65-74 years,65-74,Male,M,58,155983,37.2
,1999,1999,Washington,53,75-84 years,75-84,Female,F,15,140766,Unreliable
,1999,1999,Washington,53,75-84 years,75-84,Male,M,51,97787,52.2
,1999,1999,Washington,53,85+ years,85+,Male,M,20,25446,78.6
,1999,1999,West Virginia,54,15-24 years,15-24,Male,M,24,127945,18.8
,1999,1999,West Virginia,54,25-34 years,25-34,Male,M,25,114257,21.9
,1999,1999,West Virginia,54,35-44 years,35-44,Female,F,10,140381,Unreliable
,1999,1999,West Virginia,54,35-44 years,35-44,Male,M,37,135276,27.4
,1999,1999,West Virginia,54,45-54 years,45-54,Male,M,45,131608,34.2
,1999,1999,West Virginia,54,55-64 years,55-64,Male,M,17,88635,Unreliable
,1999,1999,West Virginia,54,65-74 years,65-74,Male,M,25,66570,37.6
,1999,1999,West Virginia,54,75-84 years,75-84,Male,M,12,36781,Unreliable
,1999,1999,Wisconsin,55,15-24 years,15-24,Female,F,12,370225,Unreliable
,1999,1999,Wisconsin,55,15-24 years,15-24,Male,M,89,387640,23
,1999,1999,Wisconsin,55,25-34 years,25-34,Female,F,18,352126,Unreliable
,1999,1999,Wisconsin,55,25-34 years,25-34,Male,M,76,361214,21
,1999,1999,Wisconsin,55,35-44 years,35-44,Female,F,29,437025,6.6
,1999,1999,Wisconsin,55,35-44 years,35-44,Male,M,93,439947,21.1
,1999,1999,Wisconsin,55,45-54 years,45-54,Female,F,27,352996,7.6
,1999,1999,Wisconsin,55,45-54 years,45-54,Male,M,82,356822,23
,1999,1999,Wisconsin,55,55-64 years,55-64,Female,F,18,230025,Unreliable
,1999,1999,Wisconsin,55,55-64 years,55-64,Male,M,43,220229,19.5
,1999,1999,Wisconsin,55,65-74 years,65-74,Male,M,36,164267,21.9
,1999,1999,Wisconsin,55,75-84 years,75-84,Male,M,29,98885,29.3
,1999,1999,Wisconsin,55,85+ years,85+,Male,M,18,26675,Unreliable
,1999,1999,Wyoming,56,15-24 years,15-24,Male,M,17,39446,Unreliable
,1999,1999,Wyoming,56,25-34 years,25-34,Male,M,13,30290,Unreliable
,1999,1999,Wyoming,56,45-54 years,45-54,Male,M,10,36606,Unreliable
,2000,2000,Alabama,1,15-24 years,15-24,Male,M,63,316220,19.9
,2000,2000,Alabama,1,25-34 years,25-34,Female,F,20,305074,6.6
,2000,2000,Alabama,1,25-34 years,25-34,Male,M,78,297941,26.2
,2000,2000,Alabama,1,35-44 years,35-44,Female,F,35,350582,10
,2000,2000,Alabama,1,35-44 years,35-44,Male,M,106,334930,31.6
,2000,2000,Alabama,1,45-54 years,45-54,Female,F,14,308445,Unreliable
,2000,2000,Alabama,1,45-54 years,45-54,Male,M,75,291764,25.7
,2000,2000,Alabama,1,55-64 years,55-64,Female,F,12,218838,Unreliable
,2000,2000,Alabama,1,55-64 years,55-64,Male,M,57,196694,29
,2000,2000,Alabama,1,65-74 years,65-74,Female,F,10,176733,Unreliable
,2000,2000,Alabama,1,65-74 years,65-74,Male,M,39,140015,27.9
,2000,2000,Alabama,1,75-84 years,75-84,Female,F,12,122260,Unreliable
,2000,2000,Alabama,1,75-84 years,75-84,Male,M,35,73489,47.6
,2000,2000,Alabama,1,85+ years,85+,Male,M,14,17982,Unreliable
,2000,2000,Alaska,2,15-24 years,15-24,Female,F,12,42428,Unreliable
,2000,2000,Alaska,2,15-24 years,15-24,Male,M,37,47558,77.8
,2000,2000,Alaska,2,25-34 years,25-34,Male,M,18,46307,Unreliable
,2000,2000,Alaska,2,35-44 years,35-44,Male,M,29,58354,49.7
,2000,2000,Alaska,2,45-54 years,45-54,Male,M,16,50261,Unreliable
,2000,2000,Arizona,4,15-24 years,15-24,Female,F,14,348888,Unreliable
,2000,2000,Arizona,4,15-24 years,15-24,Male,M,115,381694,30.1
,2000,2000,Arizona,4,25-34 years,25-34,Female,F,27,355599,7.6
,2000,2000,Arizona,4,25-34 years,25-34,Male,M,91,387066,23.5
,2000,2000,Arizona,4,35-44 years,35-44,Female,F,43,380147,11.3
,2000,2000,Arizona,4,35-44 years,35-44,Male,M,121,388657,31.1
,2000,2000,Arizona,4,45-54 years,45-54,Female,F,36,320115,11.2
,2000,2000,Arizona,4,45-54 years,45-54,Male,M,105,307789,34.1
,2000,2000,Arizona,4,55-64 years,55-64,Female,F,10,231962,Unreliable
,2000,2000,Arizona,4,55-64 years,55-64,Male,M,54,210410,25.7
,2000,2000,Arizona,4,65-74 years,65-74,Female,F,14,192152,Unreliable
,2000,2000,Arizona,4,65-74 years,65-74,Male,M,61,171689,35.5
,2000,2000,Arizona,4,75-84 years,75-84,Male,M,52,101550,51.2
,2000,2000,Arizona,4,85+ years,85+,Male,M,24,23028,104.2
,2000,2000,Arkansas,5,15-24 years,15-24,Male,M,42,193868,21.7
,2000,2000,Arkansas,5,25-34 years,25-34,Male,M,59,177274,33.3
,2000,2000,Arkansas,5,35-44 years,35-44,Female,F,23,201007,11.4
,2000,2000,Arkansas,5,35-44 years,35-44,Male,M,49,197120,24.9
,2000,2000,Arkansas,5,45-54 years,45-54,Female,F,11,178275,Unreliable
,2000,2000,Arkansas,5,45-54 years,45-54,Male,M,33,171244,19.3
,2000,2000,Arkansas,5,55-64 years,55-64,Female,F,11,133913,Unreliable
,2000,2000,Arkansas,5,55-64 years,55-64,Male,M,20,122870,16.3
,2000,2000,Arkansas,5,65-74 years,65-74,Male,M,30,89904,33.4
,2000,2000,Arkansas,5,75-84 years,75-84,Male,M,29,50963,56.9
,2000,2000,Arkansas,5,85+ years,85+,Male,M,12,13561,Unreliable
,2000,2000,California,6,5-14 years,14-May,Male,M,14,2713615,Unreliable
,2000,2000,California,6,15-24 years,15-24,Female,F,54,2315020,2.3
,2000,2000,California,6,15-24 years,15-24,Male,M,268,2517156,10.6
,2000,2000,California,6,25-34 years,25-34,Female,F,85,2535262,3.4
,2000,2000,California,6,25-34 years,25-34,Male,M,397,2693800,14.7
,2000,2000,California,6,35-44 years,35-44,Female,F,143,2712847,5.3
,2000,2000,California,6,35-44 years,35-44,Male,M,474,2772494,17.1
,2000,2000,California,6,45-54 years,45-54,Female,F,139,2197874,6.3
,2000,2000,California,6,45-54 years,45-54,Male,M,408,2133761,19.1
,2000,2000,California,6,55-64 years,55-64,Female,F,86,1356785,6.3
,2000,2000,California,6,55-64 years,55-64,Male,M,227,1257308,18.1
,2000,2000,California,6,65-74 years,65-74,Female,F,41,1033120,4
,2000,2000,California,6,65-74 years,65-74,Male,M,210,854703,24.6
,2000,2000,California,6,75-84 years,75-84,Female,F,44,757189,5.8
,2000,2000,California,6,75-84 years,75-84,Male,M,268,524989,51
,2000,2000,California,6,85+ years,85+,Female,F,18,291475,Unreliable
,2000,2000,California,6,85+ years,85+,Male,M,84,134182,62.6
,2000,2000,Colorado,8,15-24 years,15-24,Female,F,17,290886,Unreliable
,2000,2000,Colorado,8,15-24 years,15-24,Male,M,71,322590,22
,2000,2000,Colorado,8,25-34 years,25-34,Female,F,20,315536,6.3
,2000,2000,Colorado,8,25-34 years,25-34,Male,M,94,348491,27
,2000,2000,Colorado,8,35-44 years,35-44,Female,F,16,364477,Unreliable
,2000,2000,Colorado,8,35-44 years,35-44,Male,M,109,372346,29.3
,2000,2000,Colorado,8,45-54 years,45-54,Female,F,36,305774,11.8
,2000,2000,Colorado,8,45-54 years,45-54,Male,M,104,308351,33.7
,2000,2000,Colorado,8,55-64 years,55-64,Female,F,12,172223,Unreliable
,2000,2000,Colorado,8,55-64 years,55-64,Male,M,38,167084,22.7
,2000,2000,Colorado,8,65-74 years,65-74,Female,F,10,121397,Unreliable
,2000,2000,Colorado,8,65-74 years,65-74,Male,M,32,104913,30.5
,2000,2000,Colorado,8,75-84 years,75-84,Male,M,27,57465,47
,2000,2000,Colorado,8,85+ years,85+,Male,M,12,14153,Unreliable
,2000,2000,Connecticut,9,15-24 years,15-24,Male,M,26,206394,12.6
,2000,2000,Connecticut,9,25-34 years,25-34,Male,M,35,222713,15.7
,2000,2000,Connecticut,9,35-44 years,35-44,Female,F,14,295820,Unreliable
,2000,2000,Connecticut,9,35-44 years,35-44,Male,M,60,285229,21
,2000,2000,Connecticut,9,45-54 years,45-54,Female,F,17,246694,Unreliable
,2000,2000,Connecticut,9,45-54 years,45-54,Male,M,52,234113,22.2
,2000,2000,Connecticut,9,55-64 years,55-64,Male,M,31,148030,20.9
,2000,2000,Connecticut,9,65-74 years,65-74,Male,M,15,104002,Unreliable
,2000,2000,Connecticut,9,75-84 years,75-84,Male,M,12,68068,Unreliable
,2000,2000,Connecticut,9,85+ years,85+,Male,M,10,17932,Unreliable
,2000,2000,Delaware,10,25-34 years,25-34,Male,M,10,53869,Unreliable
,2000,2000,Delaware,10,35-44 years,35-44,Male,M,18,62685,Unreliable
,2000,2000,Delaware,10,45-54 years,45-54,Male,M,10,50279,Unreliable
,2000,2000,Delaware,10,55-64 years,55-64,Male,M,10,33990,Unreliable
,2000,2000,Florida,12,5-14 years,14-May,Male,M,14,1070763,Unreliable
,2000,2000,Florida,12,15-24 years,15-24,Female,F,20,945725,2.1
,2000,2000,Florida,12,15-24 years,15-24,Male,M,166,996652,16.7
,2000,2000,Florida,12,25-34 years,25-34,Female,F,47,1030811,4.6
,2000,2000,Florida,12,25-34 years,25-34,Male,M,206,1053289,19.6
,2000,2000,Florida,12,35-44 years,35-44,Female,F,112,1247558,9
,2000,2000,Florida,12,35-44 years,35-44,Male,M,323,1237689,26.1
,2000,2000,Florida,12,45-54 years,45-54,Female,F,103,1064275,9.7
,2000,2000,Florida,12,45-54 years,45-54,Male,M,310,1005204,30.8
,2000,2000,Florida,12,55-64 years,55-64,Female,F,55,826309,6.7
,2000,2000,Florida,12,55-64 years,55-64,Male,M,190,732704,25.9
,2000,2000,Florida,12,65-74 years,65-74,Female,F,38,783619,4.8
,2000,2000,Florida,12,65-74 years,65-74,Male,M,174,668557,26
,2000,2000,Florida,12,75-84 years,75-84,Female,F,26,588204,4.4
,2000,2000,Florida,12,75-84 years,75-84,Male,M,196,435930,45
,2000,2000,Florida,12,85+ years,85+,Female,F,19,219127,Unreliable
,2000,2000,Florida,12,85+ years,85+,Male,M,85,112160,75.8
,2000,2000,Georgia,13,15-24 years,15-24,Female,F,25,572196,4.4
,2000,2000,Georgia,13,15-24 years,15-24,Male,M,112,616277,18.2
,2000,2000,Georgia,13,25-34 years,25-34,Female,F,31,642709,4.8
,2000,2000,Georgia,13,25-34 years,25-34,Male,M,111,656547,16.9
,2000,2000,Georgia,13,35-44 years,35-44,Female,F,42,683005,6.1
,2000,2000,Georgia,13,35-44 years,35-44,Male,M,130,670503,19.4
,2000,2000,Georgia,13,45-54 years,45-54,Female,F,37,555042,6.7
,2000,2000,Georgia,13,45-54 years,45-54,Male,M,123,524950,23.4
,2000,2000,Georgia,13,55-64 years,55-64,Female,F,20,343541,5.8
,2000,2000,Georgia,13,55-64 years,55-64,Male,M,74,317915,23.3
,2000,2000,Georgia,13,65-74 years,65-74,Female,F,13,243008,Unreliable
,2000,2000,Georgia,13,65-74 years,65-74,Male,M,52,192687,27
,2000,2000,Georgia,13,75-84 years,75-84,Male,M,44,96156,45.8
,2000,2000,Georgia,13,85+ years,85+,Male,M,15,22388,Unreliable
,2000,2000,Hawaii,15,15-24 years,15-24,Male,M,15,87909,Unreliable
,2000,2000,Hawaii,15,25-34 years,25-34,Male,M,19,88407,Unreliable
,2000,2000,Hawaii,15,35-44 years,35-44,Male,M,27,96577,28
,2000,2000,Hawaii,15,45-54 years,45-54,Male,M,20,85653,23.4
,2000,2000,Hawaii,15,55-64 years,55-64,Male,M,11,52198,Unreliable
,2000,2000,Idaho,16,15-24 years,15-24,Male,M,25,105065,23.8
,2000,2000,Idaho,16,25-34 years,25-34,Male,M,22,87228,25.2
,2000,2000,Idaho,16,35-44 years,35-44,Male,M,22,97089,22.7
,2000,2000,Idaho,16,45-54 years,45-54,Male,M,21,85789,24.5
,2000,2000,Idaho,16,55-64 years,55-64,Male,M,12,53724,Unreliable
,2000,2000,Idaho,16,65-74 years,65-74,Male,M,16,36230,Unreliable
,2000,2000,Idaho,16,75-84 years,75-84,Male,M,15,21950,Unreliable
,2000,2000,Illinois,17,15-24 years,15-24,Female,F,22,847323,2.6
,2000,2000,Illinois,17,15-24 years,15-24,Male,M,124,897522,13.8
,2000,2000,Illinois,17,25-34 years,25-34,Female,F,21,897239,2.3
,2000,2000,Illinois,17,25-34 years,25-34,Male,M,150,914435,16.4
,2000,2000,Illinois,17,35-44 years,35-44,Female,F,42,998801,4.2
,2000,2000,Illinois,17,35-44 years,35-44,Male,M,182,985069,18.5
,2000,2000,Illinois,17,45-54 years,45-54,Female,F,34,829164,4.1
,2000,2000,Illinois,17,45-54 years,45-54,Male,M,132,797578,16.6
,2000,2000,Illinois,17,55-64 years,55-64,Female,F,33,543529,6.1
,2000,2000,Illinois,17,55-64 years,55-64,Male,M,75,497104,15.1
,2000,2000,Illinois,17,65-74 years,65-74,Female,F,16,428526,Unreliable
,2000,2000,Illinois,17,65-74 years,65-74,Male,M,55,343721,16
,2000,2000,Illinois,17,75-84 years,75-84,Female,F,14,330842,Unreliable
,2000,2000,Illinois,17,75-84 years,75-84,Male,M,65,204905,31.7
,2000,2000,Illinois,17,85+ years,85+,Male,M,25,52985,47.2
,2000,2000,Indiana,18,5-14 years,14-May,Male,M,10,454793,Unreliable
,2000,2000,Indiana,18,15-24 years,15-24,Female,F,14,430089,Unreliable
,2000,2000,Indiana,18,15-24 years,15-24,Male,M,87,449124,19.4
,2000,2000,Indiana,18,25-34 years,25-34,Female,F,20,411523,4.9
,2000,2000,Indiana,18,25-34 years,25-34,Male,M,102,419602,24.3
,2000,2000,Indiana,18,35-44 years,35-44,Female,F,35,482393,7.3
,2000,2000,Indiana,18,35-44 years,35-44,Male,M,129,478310,27
,2000,2000,Indiana,18,45-54 years,45-54,Female,F,21,412759,5.1
,2000,2000,Indiana,18,45-54 years,45-54,Male,M,97,404106,24
,2000,2000,Indiana,18,55-64 years,55-64,Female,F,13,273675,Unreliable
,2000,2000,Indiana,18,55-64 years,55-64,Male,M,55,256169,21.5
,2000,2000,Indiana,18,65-74 years,65-74,Male,M,34,176852,19.2
,2000,2000,Indiana,18,75-84 years,75-84,Male,M,35,101657,34.4
,2000,2000,Indiana,18,85+ years,85+,Male,M,15,25288,Unreliable
,2000,2000,Iowa,19,15-24 years,15-24,Male,M,43,219679,19.6
,2000,2000,Iowa,19,25-34 years,25-34,Female,F,11,178223,Unreliable
,2000,2000,Iowa,19,25-34 years,25-34,Male,M,40,184837,21.6
,2000,2000,Iowa,19,35-44 years,35-44,Male,M,60,222612,27
,2000,2000,Iowa,19,45-54 years,45-54,Female,F,13,195186,Unreliable
,2000,2000,Iowa,19,45-54 years,45-54,Male,M,37,197608,18.7
,2000,2000,Iowa,19,55-64 years,55-64,Male,M,15,125136,Unreliable
,2000,2000,Iowa,19,65-74 years,65-74,Male,M,21,96391,21.8
